코드	질문	label
139C	마실 나가면 스트레스 해소에 도움이 되나요?	75
214A	밀접 접촉자랑 접촉해도 격리가 되나요?	237
90A	재채기하고 소매를 소독해야 안전해?	510
223A	폰에 코로나 접촉 추적 어플은 필수인가요?	251
259D	온도에 따른 코로나 생존력은 어떤가요?	324
111A	코로나 시국인데 모임해도 되나?	19
268A	코로나의 시작	340
256B	국가가 의료 결정권을 침해 할 수 있나요?	316
48D	병원체 소독	415
79A	코로나 기간에 강아지를 보육원에 데려가도 됨?	488
21B	휴교 결정 	246
118C	같이 사는 사람이 열나는데 어떻게해?	31
143C	딴 나라에서도 출국 할 때 건강에 대한 질문을 하죠?	87
54A	코로나19에 걸린 어린이의 증상은 성인과 다른가요?	433
253A	확진자가 돈을 먼저 낸 경우엔, 추후에 청구하는 법을 알려주세요	310
1C	가래가 있는 환자들한테 어떤 것을 채취하는지 알려줘	208
211A	스마트폰으로 코로나 추적에 참여하면 개인정보 문제는 없는건가요?	231
145A	미국여행자들도 다른 국가에 제제를 받나요?	90
89B	하루에 몇번 환기하는게 좋은건가요?	506
71B	어떨떄 동물들도 코로나 검사 받아야해?	474
252A	코로나 치료법이 존재 하나요?	308
137B	우리지역에 코로나가 생기면 아이들에겐 어떻게 대화하는게 좋을지 알려주세요	71
41A	제가 세정제를 만들어보려는데 괜찮을까요?	395
155B	이시국에 해외여행은 왜 위험한가요?	122
26C	온라인 수업시 담임 교사 출석 기록	348
70A	애완동물을 동물 보호소에서 입양해 와도 안전할까요?	472
58A	몸 밖으로 코로나 바이러스가 배출 되면 얼마나 살 수 있어요?	440
162A	내가 사는 지역에 발병하기전 어떻게 해야하나요?	136
94C	마스크 전자레인지 소독	516
219A	추적용 앱을 알려주세요	244
266A	코로나 환자의 타액으로도 전염이 가능한지 궁금합니다.	336
268D	코로나 바이러스를 처음 가지고 있었던 동물을 알려주세요	343
60A	마스크 만으로 충분히 코로나 예방이 될까?	453
12A	코로나 다시 양성 판정이 가능?	55
62B	왜 마스크를 착용해야해?	456
33C	교내에서 밥 먹을 때 대면 결제밖에 못하는데 어쩌죠?	382
195A	자가격리를 어겼을 경우 처벌	195
269B	코로나라는 이름은 누가 지은건가요?	345
270B	코로나와 사스 비교	350
7C	어떤 경우에 조사 대상 유증상자라 부르죠?	492
83C	유증상자가 다른 사람과 함께 사는 경우 화장실을 따로 써야 하나요?	498
73E	지금 시국에 미국으로 반려견 수입이 됨?	480
266A	코로나 환자의 오물로 인해 코로나에 전염 될 수 있는지 알고 싶어요	336
169B	헤모필 인플루엔자 백신이 코로나를 예방할 수 있나요?	147
83B	코로나 유증상자랑 같이 사는데 식사는 따로 해야하죠?	497
1A	가래 없는 사람의 경우 채취 유도를 하나요?	206
25A	원격 수업할 때 숙제 확인 불가능인 경우 학생부 기재 방법?	327
176C	임신은 한 사람들의 면역력이 코로나 감염에 영향이 있나요?	159
149B	몇도 부터 재검사를 받나요?	101
73B	CDC규제하는 동물 제품	477
273A	외국에서 생긴 코로나 확진자 수가 궁금합니다.	356
167B	초음파 세척기가 코로나에 효과적인지 알고 싶어요	144
264A	음식으로 코로나가 전파 될 수 있는지 궁금해요	333
266A	코로나 침 전염	336
138A	코로나로부터 우리 애들 건강은 어떻게 지키는게 좋을까요?	72
171A	정보공유 Corona virus	152
64A	사냥꾼이 잡은 고기로 인해 COVIA-19 감염이 가능?	458
21A	보육 기관 휴원	245
132C	지금 아이들이 병원가는건 자살행위인가요?	61
118B	집에 같이 사는 사람이 유증상자일 때 마스크 착용해야해?	30
77B	감염된 야생동물에게 코로나 안 걸리려면 어떤 예방법이 있을까?	486
223A	전화기에 코로나 추적 앱은 꼭 다운로드 해야하나요?	251
195B	자가격리 위반 시 벌금이 있나요?	196
127B	소아 괴질 증상 보이면 어쩌지?	49
250F	식대료도 격리치료비로 치나요?	304
265A	지역사회 감염 설명	335
24A	원격 수업 출결 인정 기준에 대해 설명해줘 	295
259D	코로나와 온도는 어떤 관계가 있나요?	324
116A	거리두기 지침을 준수하지 않는 경우 처벌을 받게 되나요?	27
84B	어떤걸로 소독해야 효과적인가요?	500
136B	아기도 마스크를 씌우는게 좋을까요?	67
7A	코로나 검사를 받는 사람은 어떤 사람들이죠?	490
99D	사회적 거리두기 2.5단계일 때 키즈 카페 못가나요?	526
82A	반려묘와 요양원에 같이 사는데 코로나 괜찮을까?	495
67A	동물 통해 감염이 가능?	465
65B	이 시국에 동물 접촉해야 할 때 주의사항 	461
64B	사냥꾼들은 질병 감염 예방 위해 식품 가공시 어떤 것들을 지켜야해요?	459
40A	확진자 나온 곳 소독 후 바로 들어가도 될까요?	393
58B	코로나 바이러스가 마스크 겉에서 얼마나 살 수 있음?	441
27B	수행평가를 어떻게 하죠 온라인 수업이면?	368
116A	사회적 거리두기 지침 위반하는 사람 처벌 해요?	27
272B	국내에서 코로나로 사망한 사람은 몇 명인가요?	353
194A	자가격리 할때 주의 해야할점을 알려주세요	191
19B	덴마크는 대면 학습 하기 위해 어떤 준비를 했나요?	204
268B	코로나와 메르스 유래가 어떻게 되죠?	341
266C	혈액로 코로나를 얻을 수 도 있나요?	338
125A	기저 질환이 있는 아이는 코로나 확진시 중증 환자가 될 수 있어요?	44
128A	아이가 병원에 꼭 가야하는데 가도 될까요?	51
45A	이 시국에 다른 질환 치료 	406
275A	현재 한국에서 코로나 입국 검역 절차를 알려주세요	362
252A	코로나에 좋은 치료방법이 있나요?	308
273C	코로나 해외 완치자 수는 몇 명인가요?	358
16B	교내 확진자 발생 시 몇일 간 휴교 조치를 취하는지 설명해주시겠어요 	149
52B	동선 모를 때 소독 방법 	430
142B	HEPA filter란 무엇인가요?	83
66A	애완견이 코로나 인거 같은데 어떻게 할까요?	462
101A	사회적 거리두기 3단계	3
148A	야외활동은 코로나 기간 중엔 위험한가요?	97
38C	코로나-19로 휴교를 한 경우 학생들은 밥을 못먹나요?	389
231A	열 없는 사람들이 코로나에 걸리면 어떻게 코로난줄 알 수 있니?	263
78A	corona에 감염 되는 동물은?	487
203A	코로나 사망자의 추모식에 참석하면 위험해요?	213
210B	집에서 코로나를 치료 할 수 있나요?	228
32A	학교 관리자는 코로나 대응을 위해 어떤 것들을 생각해야해?	378
141C	항공 여행중 사람이 죽었는데 어떤 조치가 취해지죠?	81
247B	렘데시비르가 뭐지?	289
153C	항공 여행 중엔 어떻게 코로나에 걸리나요?	116
16A	교내 코로나 확진자 발생시 해야하는 것 	148
187B	격리해제 후 규칙	178
154A	의심환자 항공기 소독 방법	117
248A	격리입원치료비 지원 대상자	291
149C	공항에서 재검사 절차는 어떻게 되나요?	102
47C	청소가 바이러스를 죽이는데 효과적인가요?	411
28A	지역 사회 감염 사례가 없는 경우 학교에서는 어떻게 대비해야 하나요?	371
6A	코로나 19 검체 채취시에 표준주의란 어떤건가요?	471
243A	생활치료센터에 확진자가 온경우 입원치료비를 지원 받나요?	283
42A	인플루엔자 바이러스는 코로나랑 어떤점이 비슷해?	397
157A	어떻게 손을 씻어야 코로나를 예방할 수 있을까요?	126
174A	China에서 한국을 오게 되었는데 검역은 어떻게 실시해야하나요?	155
156B	여행 후 자가격리 기간은 얼마나 되나요?	125
10B	코로나-19 선별 검사 결과가 양성이라 확진 검사까지 시행해야 할 때 급여 청구는 어떤식으로 진행되나요?	17
57B	인플루엔자 백신 코로나 	439
43E	몸에 나쁜 소독제	402
56B	독감으로 인해 죽을 확률과 코로나로 인해 죽을 확률 어느쪽이 더 높아?	437
5A	corona 검사 하는데 비용이 어떻게 되나요?	448
207A	접촉자가 되었는데, 접촉자 추적 중 저는 어떻게 되나요	218
95A	공기 오염 심한 날에도 환기하는게 도움이 되나요?	519
270B	코로나와 사스의 공통점은 무엇이 있나요?	350
177A	임산부도 코로나 검사를 받아야 하나요?	160
103A	어떤 요소들로 생활속 거리두기가 구성되어있는지 알려줘	5
33B	학생들이 학교에서 밥을 먹어야 할 때 일회 용품을 사용해야 하나요?	381
148A	코로나 기간중에 캠핑을 못하나요?	97
185A	무증상 환자 격리해제	175
124A	COVID-19으로 부터 어린이 보호하려면 어떻게 해야하죠?	43
240A	격리입원치료비용 지원 시기	280
114A	손을 왜 오래 씻어야 되는거에요?	24
62B	마스크 왜 쓰는지 궁금함	456
265A	지역사회 감염이 뭔지 알려주세요	335
212B	코로나 감염을 막는건 마스크로는 힘든가요?	235
218A	밀접 접촉자 추적 정의	241
83A	열이 좀 있는데 자가격리 하듯 격리해야하나요?	496
107A	손 소독제만 써도 코로나 예방할 수 있어요?	11
48A	청소 소독 다른점 	412
52A	코로나-19 확진자가 갔던 곳은 어떻게 소독?	429
64A	COVID-19 팬데믹 기간중 사냥꾼이 잡은 사냥감 고기 먹어도 되는거야?	458
163A	직장 내 감염 대비 대책	138
147B	항공기 탑승이 거절되는 체온기준이 어떻게 되나요?	94
54A	어린이와 성인의 코로나 증상 차이가 궁금합니다.	433
150C	우한에 있었는데 한국 들어가는 방법을 알려주세요	107
187A	격리해제 기준이 맞아서 해제된 경우엔 어떻게 관리 되나요?	177
136A	얘들은 왜 마스크 써야되는거야?	66
143B	다른 나라에서는 체온 측정을 안하나요?	86
34A	교내 코로나 예방	383
11A	코로나 항체 검사란?	33
239A	격리입원치료비 제외 다른 지원들에 대해 알려주세요	278
218C	접촉자 추적 코로나 전파 속도	243
256A	진단 검사량이나 검사결과가 조작 될 수 있나요?	315
247B	렘데시비르가 뭔지 궁금해요	289
243A	격리입원 치료비는 생활치료센터 확진환자는 다 받을 수 있는건가요?	283
222B	격리 하는데 증상이 있으면 어디에 연락해야 되나요?	250
210B	경증 코로나 환자는 집에서도 치료가 가능한가요?	228
43D	건강에 좋지 않은 소독제는 4급 암모늄 화합물 소독제인가요?	401
218A	접촉자 추적 정보	241
80A	타지에서 들여온 동물에 대해 어떻게 코로나 예방할 수 있는지 알려줘	493
176A	코로나에 거리기 쉬운 사람들중 임산부가 포함되나요?	157
149B	재검사는 몇도 부터 공항에서 받죠?	101
50B	코로나 예방을 위해 실외 소독도 필요해?	425
210A	가족이 코로나에 걸렸어요ㅠ	227
62B	마스크 왜 써 	456
83A	열이 있는데 격리 수준으로 관리해야하겠죠?	496
103B	어떤 요소들로 개인 방역이 구성되어 있어요?	6
139C	스트레스 외출	75
268D	어떤 동물에서 코로나가 처음으로 나왔나요?	343
136A	아이들도 마스크를 꼭 쓰는게 좋은가요?	66
112A	코로나 시기에 좁은 공간 이용시 어떻게 행동해야해?	20
201A	확진자가 다 낫고나서 다시 밀접 접촉자로 될 수 있나요?	210
40B	코로나 확진자가 나와 차아염소산나트륨로 소독했는데 바로 사용 불가능인가요?	394
215A	밀접 접촉 정의	238
149C	코로나 의심 승객 이 됐어요 어떻게 되나요?	102
152A	지금 Cruise여행을 연기하는게 맞겟죠?	112
51B	살균터널에서 분사되는 화학물질은 사람한테 안전한건가?	427
259B	어떤 환경에서 코로나19가 잘 번식하는지 알려주세요	322
271A	코로나 바이러스는 어떤걸 말하는건가요?	351
54A	어린이와 성인의 코로나 증상이 다름?	433
66A	애완견이 코로나가 의심되는데 어쩌죠?	462
183A	코호트 격리 설명	172
55A	동시에 코로나랑 인플루엔자에 감염될 수 있어요?	435
244B	외국인도 격리입원치료비 받을 수 있어요?	285
24C	실시간 온라인 수업은 출석체크 인정 기준이 뭐야?	297
55A	인플루엔자와 코로나에 동시에 감염될 수도 있나요?	435
211C	코로나에 노출 되었다고 알려주는 앱이 있나요?	233
213A	코로나 의료진 밀접 접촉자 판정 기준	236
137A	우리 아이들은 코로나가 터졌을때 어떻게 준비해야 하죠?	70
141A	국제선 항공편에 아픈 승객이 있는데 어떻게 되나요?	79
188A	병원에 입원 중인 확진환자의 생활치료센터 입소 절차는 어떻게 되나요?	179
218A	밀접 접촉 추적이란 무엇인가요?	241
181C	격리면제서 발급 시기	169
43C	염소계 물질 소독제를 쓰면 인체에 안 좋죠?	400
142C	비행기 내 공기는 어떻게 빠져나가나요?	84
44C	보편적인 코로나 감염 경로를 알려주세요	405
163A	직장에서 COVID-19 대비 방법	138
233A	코로나 위험군에 대해 알려주세요	267
20A	비상 운영 계획에는 어떤 사항들이 포함됨?	226
